ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2012-04-06,47842520.06751117,42755479.56654796,51759835.42773771,47842520.06751117,47842520.06751117,-621557.6824549579,-621557.6824549579,-621557.6824549579,-621557.6824549579,-621557.6824549579,-621557.6824549579,0.0,0.0,0.0,47220962.38505621
2012-04-13,47855115.595953286,43119452.05744349,51967834.62382567,47855115.595953286,47855115.595953286,-118386.68651432551,-118386.68651432551,-118386.68651432551,-118386.68651432551,-118386.68651432551,-118386.68651432551,0.0,0.0,0.0,47736728.90943896
2012-04-20,47867711.12439539,42304906.79555784,51379763.75959357,47867711.12439539,47867711.12439539,-866645.1124921244,-866645.1124921244,-866645.1124921244,-866645.1124921244,-866645.1124921244,-866645.1124921244,0.0,0.0,0.0,47001066.01190327
2012-04-27,47880306.65283751,40803685.10947371,50433283.31008149,47880306.65283751,47880306.65283751,-2210376.9258467862,-2210376.9258467862,-2210376.9258467862,-2210376.9258467862,-2210376.9258467862,-2210376.9258467862,0.0,0.0,0.0,45669929.72699072
2012-05-04,47892902.18127962,40341219.60623932,49498370.842611745,47892902.18127962,47892902.18127962,-2726852.095794173,-2726852.095794173,-2726852.095794173,-2726852.095794173,-2726852.095794173,-2726852.095794173,0.0,0.0,0.0,45166050.08548545
2012-05-11,47905497.70972173,41478868.28947263,50330465.08273385,47905497.70972173,47905497.70972173,-1850698.3846153743,-1850698.3846153743,-1850698.3846153743,-1850698.3846153743,-1850698.3846153743,-1850698.3846153743,0.0,0.0,0.0,46054799.32510635
2012-05-18,47918093.238163844,42575445.19224571,51784940.60028797,47918093.238163844,47918093.238163844,-454070.8097390879,-454070.8097390879,-454070.8097390879,-454070.8097390879,-454070.8097390879,-454070.8097390879,0.0,0.0,0.0,47464022.42842475
2012-05-25,47930688.76660595,43697120.6045157,52617630.88463387,47930688.76660595,47930688.76660595,276581.13623104023,276581.13623104023,276581.13623104023,276581.13623104023,276581.13623104023,276581.13623104023,0.0,0.0,0.0,48207269.90283699
2012-06-01,47943284.295048065,43774241.18859049,52665962.42377081,47943284.295048065,47943284.295048065,188043.47790111817,188043.47790111817,188043.47790111817,188043.47790111817,188043.47790111817,188043.47790111817,0.0,0.0,0.0,48131327.77294918
2012-06-08,47955879.82349017,43804143.94167585,52691977.559512004,47955879.82349017,47955879.82349017,84114.21073348753,84114.21073348753,84114.21073348753,84114.21073348753,84114.21073348753,84114.21073348753,0.0,0.0,0.0,48039994.03422366
2012-06-15,47968475.35193229,44089947.259925544,52816228.51553254,47968475.35193229,47968475.35193229,486420.32060182374,486420.32060182374,486420.32060182374,486420.32060182374,486420.32060182374,486420.32060182374,0.0,0.0,0.0,48454895.67253411
2012-06-22,47981070.8803744,44258558.397361696,53493043.64230316,47981070.8803744,47981070.8803744,929114.5225829851,929114.5225829851,929114.5225829851,929114.5225829851,929114.5225829851,929114.5225829851,0.0,0.0,0.0,48910185.40295739
2012-06-29,47993666.40881651,44221190.926418364,53122242.52604771,47993666.40881651,47993666.40881651,647040.3247200671,647040.3247200671,647040.3247200671,647040.3247200671,647040.3247200671,647040.3247200671,0.0,0.0,0.0,48640706.73353658
2012-07-06,48006261.93725862,43037263.50153605,51508570.632885545,48006261.93725862,48006261.93725862,-360562.0790589113,-360562.0790589113,-360562.0790589113,-360562.0790589113,-360562.0790589113,-360562.0790589113,0.0,0.0,0.0,47645699.858199716
2012-07-13,48018857.46570073,42327726.74501584,51267953.208114326,48018857.46570073,48018857.46570073,-1318019.3152537206,-1318019.3152537206,-1318019.3152537206,-1318019.3152537206,-1318019.3152537206,-1318019.3152537206,0.0,0.0,0.0,46700838.15044701
2012-07-20,48031452.994142845,41898673.22301516,50844521.28243175,48031452.994142845,48031452.994142845,-1641488.950998079,-1641488.950998079,-1641488.950998079,-1641488.950998079,-1641488.950998079,-1641488.950998079,0.0,0.0,0.0,46389964.04314476
2012-07-27,48044048.52258495,42147274.91389379,50854530.350318626,48044048.52258495,48044048.52258495,-1520608.1384709254,-1520608.1384709254,-1520608.1384709254,-1520608.1384709254,-1520608.1384709254,-1520608.1384709254,0.0,0.0,0.0,46523440.38411403
2012-08-03,48056644.05102707,42575366.50518273,51272674.39781271,48056644.05102707,48056644.05102707,-1392076.2643125702,-1392076.2643125702,-1392076.2643125702,-1392076.2643125702,-1392076.2643125702,-1392076.2643125702,0.0,0.0,0.0,46664567.786714494
2012-08-10,48069239.57946919,42128609.90834413,51189391.905581154,48069239.57946919,48069239.57946919,-1197331.4735286864,-1197331.4735286864,-1197331.4735286864,-1197331.4735286864,-1197331.4735286864,-1197331.4735286864,0.0,0.0,0.0,46871908.105940506
2012-08-17,48081835.107911296,43033158.37756234,51705667.90070513,48081835.107911296,48081835.107911296,-600036.8479412567,-600036.8479412567,-600036.8479412567,-600036.8479412567,-600036.8479412567,-600036.8479412567,0.0,0.0,0.0,47481798.25997004
2012-08-24,48094430.63635341,44004805.12752279,52508738.3266239,48094430.63635341,48094430.63635341,130731.80579428271,130731.80579428271,130731.80579428271,130731.80579428271,130731.80579428271,130731.80579428271,0.0,0.0,0.0,48225162.442147695
2012-08-31,48107026.16479552,43380569.683567315,52483822.973313846,48107026.16479552,48107026.16479552,1727.8886174283653,1727.8886174283653,1727.8886174283653,1727.8886174283653,1727.8886174283653,1727.8886174283653,0.0,0.0,0.0,48108754.053412944
2012-09-07,48119621.69323763,42119212.67554383,50976322.39405252,48119621.69323763,48119621.69323763,-1560837.5561638877,-1560837.5561638877,-1560837.5561638877,-1560837.5561638877,-1560837.5561638877,-1560837.5561638877,0.0,0.0,0.0,46558784.13707375
2012-09-14,48132217.22167974,40182422.50548523,49069845.15976481,48132217.22167974,48132217.22167974,-3679912.641498119,-3679912.641498119,-3679912.641498119,-3679912.641498119,-3679912.641498119,-3679912.641498119,0.0,0.0,0.0,44452304.58018162
2012-09-21,48144812.750121854,39050067.81229745,47513199.9229368,48144812.750121854,48144812.750121854,-4669299.7289555445,-4669299.7289555445,-4669299.7289555445,-4669299.7289555445,-4669299.7289555445,-4669299.7289555445,0.0,0.0,0.0,43475513.02116631
2012-09-28,48157408.27856397,39741569.027038164,49075753.25998241,48157408.27856397,48157408.27856397,-3869442.8020500992,-3869442.8020500992,-3869442.8020500992,-3869442.8020500992,-3869442.8020500992,-3869442.8020500992,0.0,0.0,0.0,44287965.47651387
2012-10-05,48170003.807006076,41319374.7930604,50232042.77222239,48170003.807006076,48170003.807006076,-2471097.054816667,-2471097.054816667,-2471097.054816667,-2471097.054816667,-2471097.054816667,-2471097.054816667,0.0,0.0,0.0,45698906.75218941
2012-10-12,48182599.33544819,41618651.3996905,50541088.77112734,48182599.33544819,48182599.33544819,-2136167.8711501304,-2136167.8711501304,-2136167.8711501304,-2136167.8711501304,-2136167.8711501304,-2136167.8711501304,0.0,0.0,0.0,46046431.46429806
2012-10-19,48195194.8638903,40920445.563104786,49776151.981853686,48195194.8638903,48195194.8638903,-2955509.6484561493,-2955509.6484561493,-2955509.6484561493,-2955509.6484561493,-2955509.6484561493,-2955509.6484561493,0.0,0.0,0.0,45239685.21543415
2012-10-26,48207790.39233241,40576122.94260764,49543215.15888606,48207790.39233241,48207790.39233241,-3276946.1803405327,-3276946.1803405327,-3276946.1803405327,-3276946.1803405327,-3276946.1803405327,-3276946.1803405327,0.0,0.0,0.0,44930844.21199188
2012-10-28,48211389.11474444,40783176.45643854,49992395.21810867,48211389.11474444,48211389.11474444,-3038223.8503641845,-3038223.8503641845,-3038223.8503641845,-3038223.8503641845,-3038223.8503641845,-3038223.8503641845,0.0,0.0,0.0,45173165.264380254
2012-11-04,48223984.643186554,42749989.239441305,51643522.09071709,48223773.85552358,48224168.090511166,-954274.9113105903,-954274.9113105903,-954274.9113105903,-954274.9113105903,-954274.9113105903,-954274.9113105903,0.0,0.0,0.0,47269709.73187596
2012-11-11,48236580.17162866,45690906.62401536,54714509.665619485,48236021.40471916,48237079.2364411,1957423.4471543985,1957423.4471543985,1957423.4471543985,1957423.4471543985,1957423.4471543985,1957423.4471543985,0.0,0.0,0.0,50194003.61878306
2012-11-18,48249175.700070776,47741819.53513889,56770351.109096415,48248069.882198885,48250147.1243214,4103037.592690149,4103037.592690149,4103037.592690149,4103037.592690149,4103037.592690149,4103037.592690149,0.0,0.0,0.0,52352213.29276092
2012-11-25,48261771.22851288,49578968.41614033,58297582.82804691,48260025.27683649,48263326.92858153,5639671.0203008605,5639671.0203008605,5639671.0203008605,5639671.0203008605,5639671.0203008605,5639671.0203008605,0.0,0.0,0.0,53901442.24881374
2012-12-02,48274366.756955,51944758.0535265,60981192.01680539,48272027.0102738,48276629.39006919,8333590.961114655,8333590.961114655,8333590.961114655,8333590.961114655,8333590.961114655,8333590.961114655,0.0,0.0,0.0,56607957.71806965
2012-12-09,48286962.285397105,57046149.52510175,65621664.6361804,48283880.29552538,48289853.18818215,12806706.187043412,12806706.187043412,12806706.187043412,12806706.187043412,12806706.187043412,12806706.187043412,0.0,0.0,0.0,61093668.47244052
2012-12-16,48299557.81383922,60006913.27371123,69543743.20579088,48295673.26307048,48303125.53445568,16488958.623953689,16488958.623953689,16488958.623953689,16488958.623953689,16488958.623953689,16488958.623953689,0.0,0.0,0.0,64788516.43779291
2012-12-23,48312153.342281334,59021597.71864262,68023923.51538004,48307437.74949063,48316416.331228524,15302389.568601474,15302389.568601474,15302389.568601474,15302389.568601474,15302389.568601474,15302389.568601474,0.0,0.0,0.0,63614542.91088281
2012-12-30,48324748.87072344,51706904.26728355,60513995.89151936,48319221.762187034,48329849.35449064,7877402.881568501,7877402.881568501,7877402.881568501,7877402.881568501,7877402.881568501,7877402.881568501,0.0,0.0,0.0,56202151.75229194
2013-01-06,48337344.399165556,41406593.236730374,50176063.63940898,48330819.81415947,48343526.792907596,-2214020.031711118,-2214020.031711118,-2214020.031711118,-2214020.031711118,-2214020.031711118,-2214020.031711118,0.0,0.0,0.0,46123324.36745444
2013-01-13,48349939.92760766,34875251.90444584,43523782.42986981,48342389.29354498,48357045.00080476,-9006651.260664642,-9006651.260664642,-9006651.260664642,-9006651.260664642,-9006651.260664642,-9006651.260664642,0.0,0.0,0.0,39343288.66694302
